,fitness
0,5683.376400703628
1,5714.905524493714
2,5708.241603852587
3,5717.691185135212
4,5713.788682738683
5,5707.629683838679
6,5711.967054521552
7,5715.639500261299
8,5698.8048266167225
9,5714.79540562542
0,2965.7464418974705
1,2743.3957626548327
2,2938.848768269452
3,2952.717299627825
4,2921.4918560026017
5,2954.356236146224
6,2954.382806531628
7,3030.698900922346
8,2973.138200579607
9,3000.918356538683
10,2777.948391658461
11,2848.443987183324
12,2841.6086949824185
13,2781.330203621661
14,2802.510872599367
15,2818.6573276707377
16,2783.039693574259
17,2793.4854348212903
18,2819.842791549698
19,2760.470594249436
20,2640.276685460376
21,2667.9922252425417
22,2664.2994504127023
23,2670.34528474042
24,2698.61209248107
25,2644.264569188759
26,2689.5682637825253
27,2674.665634608671
28,2673.699037247551
29,2652.912877853905
30,2311.801287966548
31,2314.9667274030576
32,2321.362977183305
33,3752.677971514412
34,2322.686222471867
35,2332.823183031048
36,2316.593034534667
37,2313.271400089252
38,2327.31814858348
39,2330.229154730873
40,2353.408579783641
41,2366.05123064128
42,2365.672782662642
43,2339.1332888272195
44,2337.3489149640004
45,2336.844327714206
46,2341.07864875466
47,2361.002948275038
48,2329.1772502451054
49,2386.423917078147
