,fitness
0,-185.8145441425681
1,-185.62151885792736
2,-185.49612584039693
3,-184.22518741499152
4,-180.26896172560097
5,-180.71658188107958
6,-186.72001555155032
7,-186.0316406630421
8,-180.80813746003903
9,-184.88047353440805
