,fitness
0,-186.59065201769272
1,-186.73067637193637
2,-186.7291412215206
3,-186.7303220636963
4,-186.7309088283218
5,-186.73080654793588
6,-186.72873248160036
7,-186.73090632014376
8,-186.730908295761
9,-186.7305174136228
0,-186.73077767062497
1,-186.7147772643512
2,-186.7308901133269
3,-186.73090089906316
4,-186.73089116595816
5,-186.730905921283
6,-186.5815660751874
7,-186.6749749191548
8,-186.73089960312697
9,-186.7309076785882
