,fitness
0,-186.72091425566805
1,-186.7290357899718
2,-186.730899934756
3,-123.57667458948258
4,-186.7292134967906
5,-186.7274217119459
6,-123.57548833242367
7,-186.7258780031726
8,-123.57672915432663
9,-123.57669020932858
