,Cuckoo Search,Fruit Fly,Whale Optimization Algorithm,Water Wave Optimization,Krill Herd
0,271.80319191284235,837.9624006696868,278.18171396915375,355.2000761152175,404.5292868889901
1,206.20885114461925,837.9633153957384,218.07285243719048,314.3251792561702,394.1308721393837
2,194.65608381136627,837.9639112657687,206.84559314097214,295.79995950840913,355.2398080340445
3,188.86861103220397,837.8860017686229,175.88421150715013,258.6231834349189,316.4234408493388
4,182.00936115064468,837.9621577864312,164.47481514283626,202.85951735090455,286.5079606267664
5,176.5078058481971,837.9623184049293,144.07422156700824,164.55703048971344,256.843631204929
6,161.54010101122864,837.9633430635128,133.98200641240314,156.0749281036614,252.69364009193265
7,155.86718945440077,837.9605233676388,131.02709178771593,152.53533137983743,249.9390053194611
8,154.62063305882776,837.9604803393161,125.92674732160917,152.53533137983743,247.9037789174316
9,133.64696794467665,837.960443225387,121.3370065219683,150.25940352269492,247.0026846086534
10,133.64696794467665,837.963947887921,112.67676195230771,150.25940352269492,246.66427336599077
11,109.31550011658598,837.9634094651437,106.94812449094611,138.93688865710536,246.66427336599077
12,92.79280479357092,837.9629797337808,106.31394045072082,136.7264869865394,246.66427336599077
13,92.7418248479589,837.963060444991,105.47246192194807,135.17550635289766,245.37507212844648
14,87.60444287747882,837.9635925563264,105.42304981886525,135.17550635289766,245.37507212844648
15,84.41986432758017,837.9639837950493,103.3940020479854,121.2396930693903,234.85895750553647
16,84.41986432758017,837.9619566929434,100.93458733310038,112.1578464547193,230.4835528768762
17,84.41986432758017,837.9638486870757,100.87101482809496,112.1578464547193,223.23254592785412
18,76.1278149178697,837.9635024097727,100.6243985561012,111.81216866542468,222.66161399579852
19,75.78712974481847,837.9618127012261,100.36917932020222,98.44292196925348,216.37406829051002
20,62.92910330452791,837.9627831180629,100.16921258195413,96.35040808360634,216.37406829051002
21,52.88145363609965,837.9636108685065,100.13298407997357,94.77830222607918,201.83508015613626
22,52.88145363609965,837.962718847175,99.63047665062405,86.98267285452178,201.1537397690043
23,51.62474394208756,837.9637138110775,99.1430815544509,84.87081743219386,200.43633092352107
24,51.22767776019388,837.9600065048007,98.26297707917203,84.41904997532474,200.41865678066247
25,51.21634859591528,837.9640201215773,97.7468880250034,72.98732278200019,199.99435466060436
26,50.452999706043286,837.9642183050222,96.26727844603933,66.31078070981452,199.99435466060436
27,47.341632103750804,837.9643487032511,96.25552394899563,66.1092351201392,199.8615212056045
28,45.61083760020976,837.9639386531799,96.14446509387321,65.97074276429653,199.8615212056045
29,44.9511272622467,837.9629456653092,95.94474285703049,65.97074276429653,199.8615212056045
30,44.71263958760284,837.9644383681734,95.94274296617566,65.95232186149312,199.8615212056045
31,41.92524154671113,837.9634430897133,95.91076189180107,64.58451526098125,199.84887634052546
