,fitness
0,702.0203320843457
1,702.0329460563934
2,700.0027224738475
3,702.030115030205
4,702.0697267052308
5,702.0172156497995
6,700.0086794895591
7,702.0203617380796
8,702.0184465818359
9,702.0740628471096
0,600.0000287788627
1,600.0575981825099
2,600.0001305818198
3,600.1572982486555
4,600.057598182026
5,600.0319294857389
6,600.0030212784146
7,600.016351904992
8,600.0009827923335
9,600.0575981820366
10,500.00000000002376
11,500.0000000203148
12,500.0000000011155
13,500.9949929846762
14,500.9950543849377
15,500.0000000009424
16,500.00000000139744
17,500.0000000006321
18,500.0000000833734
19,500.0000000001271
20,400.0000392247649
21,400.0000017917368
22,400.0000174601008
23,400.0000053151448
24,400.00001049942233
25,400.0000027699094
26,400.0000010739736
27,400.0033413773947
28,400.00000024218025
29,400.000000625645
30,300.0000000633489
31,300.00000000384455
32,300.00000000000455
33,300.00000000003297
34,300.00000000790345
35,300.0000000026148
36,300.0000000085871
37,300.0000000201184
38,300.00000007755267
39,300.0000000046438
40,200.1180118876259
41,200.00370562547545
42,200.0183548489292
43,200.0189562870511
44,200.1111561600345
45,200.03683993544087
46,200.04934040159995
47,200.08820729466416
48,200.0789041529121
49,200.10012716999148
