,fitness
0,703.3891955392746
1,702.5353332938516
2,702.6604479236687
3,702.056590288126
4,702.4350758818597
5,702.2320146102097
6,700.995030474733
7,700.9950272149732
8,702.0083033198723
9,701.1317720692219
0,702.0163302658844
1,702.6312910918471
2,700.0000000019928
3,700.0000015367219
4,702.1707904774421
5,702.170790464869
6,702.220964765226
7,702.1707902916977
8,702.1707904235614
9,702.684344604728
10,600.0000287788627
11,600.0575981825099
12,600.0001305818198
13,600.1572982486555
14,600.057598182026
15,600.0319294857389
16,600.0030212784146
17,600.016351904992
18,600.0009827923335
19,600.0575981820366
20,500.00000000002376
21,500.0000000203148
22,500.0000000011155
23,500.9949929846762
24,500.9950543849377
25,500.0000000009424
26,500.00000000139744
27,500.0000000006321
28,500.0000000833734
29,500.0000000001271
30,400.0000392247649
31,400.0000017917368
32,400.0000174601008
33,400.0000053151448
34,400.00001049942233
35,400.0000027699094
36,400.0000010739736
37,400.0033413773947
38,400.00000024218025
39,400.000000625645
40,300.0000000633489
41,300.00000000384455
42,300.00000000000455
43,300.00000000003297
44,300.00000000790345
45,300.0000000026148
46,300.0000000085871
47,300.0000000201184
48,300.00000007755267
49,300.0000000046438
50,200.1180118876259
51,200.00370562547545
52,200.0183548489292
53,200.0189562870511
54,200.1111561600345
55,200.03683993544087
56,200.04934040159995
57,200.08820729466416
58,200.0789041529121
59,200.10012716999148
