,fitness
0,-858.6012025431587
1,-888.9457020356183
2,-559.7858881634154
3,-558.1342044950749
4,-582.3015865689515
5,-684.747956907481
6,-562.0969231052399
7,-716.6607535622829
8,-718.166538946914
9,-426.4877762892092
