,fitness
0,-27.172219376272498
1,-26.228599085219088
2,-26.024105146871662
3,-26.858310159307575
4,-25.727110942190468
5,-25.804370320487177
6,-26.582755626641582
7,-25.96979259623623
8,-25.763224379861274
9,-26.6371567886404
