,fitness
0,-894.56215182865
1,-443.4970922156099
2,-512.3902644760329
3,-959.6404459377512
4,-959.6404211711604
5,-786.5142999292597
6,-718.1524271316719
7,-959.6406504562522
8,-507.8730239143572
9,-718.1628693326845
