,fitness
0,-887.9953213416981
1,-883.5862630109917
2,-924.1093937036658
3,-944.2824379278793
4,-931.97299908271
5,-942.2009940507367
6,-943.88106536963
7,-894.3768568835897
8,-933.6843636989328
9,-943.1874490424229
