,fitness
0,2.242285931445106e-101
1,6.911882419743123e-111
2,5.320672128093523e-87
3,7.178786932500935e-101
4,4.74328083016793e-105
5,5.342354389679711e-91
6,8.570318878581143e-89
7,1.7755579261468303e-101
8,1.1612025724018303e-98
9,2.9608100213976054e-85
