,fitness
0,1.7569494946123712e-06
1,4.5173216575374937e-07
2,2.2616988005890983e-07
3,8.590762305300543e-07
4,6.20253094828363e-07
5,3.6115568328545894e-07
6,5.3893041047338455e-06
7,2.359998207013191e-06
8,0.9737160282847251
9,8.010363718342772e-06
0,6.671976176387779e-07
1,8.729874321071989e-07
2,1.56755551422081e-06
3,1.984961639551005e-06
4,3.966074696667797e-07
5,4.849644092195272e-07
6,4.625287288398209e-06
7,5.154245984706447e-06
8,4.931278971312802e-07
9,4.958456581087884e-07
