,fitness
0,2451.2878532493796
1,2480.6278508463733
2,2468.5889012469365
3,2619.131862711873
4,2595.959082732411
5,2414.2485861275454
6,2536.633377681484
7,2295.885741609476
8,2478.7318230169044
9,2538.643394517176
0,2311.801287966548
1,2314.9667274030576
2,2321.362977183305
3,3752.677971514412
4,2322.686222471867
5,2332.823183031048
6,2316.593034534667
7,2313.271400089252
8,2327.31814858348
9,2330.229154730873
10,2353.408579783641
11,2366.05123064128
12,2365.672782662642
13,2339.1332888272195
14,2337.3489149640004
15,2336.844327714206
16,2341.07864875466
17,2361.002948275038
18,2329.1772502451054
19,2386.423917078147
