,fitness
0,2316.752536935329
1,2353.357549383641
2,2323.104793714679
3,2328.79727548971
4,2308.862710491967
5,2330.7396583075592
6,2321.0078722138774
7,2290.6795263082
8,2325.9156972570104
9,2233.352266575327
0,2311.801287966548
1,2314.9667274030576
2,2321.362977183305
3,3752.677971514412
4,2322.686222471867
5,2332.823183031048
6,2316.593034534667
7,2313.271400089252
8,2327.31814858348
9,2330.229154730873
10,2353.408579783641
11,2366.05123064128
12,2365.672782662642
13,2339.1332888272195
14,2337.3489149640004
15,2336.844327714206
16,2341.07864875466
17,2361.002948275038
18,2329.1772502451054
19,2386.423917078147
