,fitness
0,2049.511600633403
1,2180.403610833721
2,2065.103269137632
3,2166.944171352833
4,2216.9844131674668
5,2205.5705702195723
6,2134.5976897200458
7,2210.224318144803
8,2173.2156579653656
9,2047.3341596683927
0,20273.163902731623
1,4738692.204567631
2,52878.95175232356
3,3850.573099206683
4,90146.67015954031
5,17535.857902119984
6,262074.658180709
7,53626.88597630534
8,52240.90141157831
9,19245.887445177563
10,3990.017630751181
11,14498.762796345229
12,6941.079402625218
13,34764.017378909644
14,18456.4878684942
15,37888.3758627153
16,2717.064642078978
17,35817.656171193456
18,27945.6539449823
19,19001.163024961643
20,1810.669180432946
21,1909.031672813354
22,1839.2298563219813
23,1825.518145236984
24,1764.022440977811
25,1770.5117084386995
26,1809.0245517067688
27,1802.8378521404973
28,1785.01037549455
29,1823.084077183508
30,2118.104989860636
31,1798.9894130684722
32,2119.278340202681
33,1907.4767883759705
34,1692.2838337588369
35,2143.7452048148407
36,1902.1383390228773
37,1888.0552185636016
38,2027.8392135586869
39,2030.1974308205608
40,15853.155396039065
41,18687.88338065713
42,8288.551185061002
43,8029.401727364843
44,23228.03875711038
45,21582.119916387663
46,6243.255527330188
47,21418.43289108827
48,11075.278384223608
49,13806.056524061749
50,2208.914217820816
51,1747.7324954012663
52,1956.860517127258
53,2717.902039872596
54,2607.235854334066
55,1534.7564198956115
56,5435.883804045945
57,6552.329826009291
58,5696.065532718262
59,2862.5214537811617
60,12088.318250600152
61,10598.718620642485
62,27361.64744717995
63,34582.901938344665
64,8038.565019454524
65,2978.335656229337
66,5800.033135122212
67,14457.60969475116
68,22362.85556011372
69,28083.365066287093
70,3898652.8427298046
71,3308295.360976766
72,2765274.6690108413
73,2416754.5862613125
74,2836912.0561977467
75,12546342.072541049
76,6550359.669987899
77,381755.3684164745
78,35360.51753676312
79,355636.9746540355
80,1324.9697537692728
81,1218.3254017025658
82,1236.1844085953687
83,1279.2188642661158
84,1247.2660419277931
85,1160.5119851030051
86,1210.4379784435878
87,1201.4145082728123
88,1193.7207868748844
89,1266.2571850072477
