,fitness
0,0.0016903151710256914
1,1.5830684363393743e-07
2,0.17098648997868482
3,0.0766670389291737
4,0.539137241965133
5,0.6961353609154242
6,2.476562070974353e-07
7,2.259596679875973
8,0.04124586191883539
9,2.8611986428387977
0,2.580212709225411
1,0.120905811071879
2,0.0418613627705828
3,1.8232394130880007
4,0.3525482999947553
5,0.259000046577992
6,0.5270863807652302
7,0.0579443343998105
8,0.0065886438680746
9,2.0868825892102447
10,0.011767398105317
11,1.1156309711157776e-05
12,0.8169624482733657
13,1.2246356153600146e-05
14,3.5744522929882305
15,2.579941970486129
16,2.66994312673549
17,2.6985661989700884
18,2.5801448337138315
19,0.0502803110061873
