,0,1,2,3,4,5,6,7,8,9
0,0.06827335640597854,0.07671339078363149,0.06592672116272569,0.07929601704398026,0.07438299396648462,0.0772718059091635,0.07298539726303632,0.07464124423835417,0.07739103369980826,0.08652758317788001
1,0.044172172208178484,0.05833442097582209,0.040141334665247275,0.05481117774293809,0.05420329608342245,0.05117634056062714,0.05376181609879227,0.05018451755797004,0.050434986406149296,0.05791914057239156
2,0.035444398045286096,0.042946528891598224,0.030738816722096107,0.041508495679366764,0.03823934492705705,0.043265259536852785,0.0414715316399783,0.039081696606285465,0.035911900812817255,0.04390155605581869
3,0.029789087782557733,0.03277130051383326,0.02456783632415993,0.03284698112323925,0.03055157625497218,0.036165490951127754,0.032910820839714194,0.030289480251763923,0.027990320311837014,0.03480791962188379
4,0.02429780389918834,0.02806669114846061,0.020906241578363183,0.02799176010281501,0.02605170537458834,0.029567775263256824,0.02723424249770945,0.02617801138554343,0.025112758875803554,0.02638239418030297
5,0.021775002608983574,0.023782413226922205,0.01869133354604502,0.024493661184515236,0.022503609120115176,0.023473243776607422,0.024051457600027693,0.021863809829394842,0.02209108071326016,0.020973872148964734
6,0.019958925713695397,0.021420418356001836,0.01676110301812317,0.020650838480229528,0.01899188712712574,0.02023587189657805,0.022007457918185924,0.018904143767376258,0.01882748326735184,0.018230407999148657
7,0.018622585197534125,0.019103819444755477,0.015139912115408993,0.018400655725596682,0.016892231453706774,0.019353478189998885,0.01894769785561623,0.01729467029644427,0.016371150064582896,0.01640776120962828
8,0.016330085476266465,0.017038123248216852,0.013856145772227269,0.01648781916279818,0.01537625090251682,0.017388238129175893,0.01674122130592126,0.015452571677386562,0.015742127259116945,0.014760260419937499
9,0.014068616630777075,0.01532593883413158,0.012982661704250109,0.01507160375734573,0.014068503179715197,0.015436933406949738,0.015024002112884904,0.014266866571983616,0.01375757671116462,0.01362427645898423
10,0.01308871933984479,0.014199482119199747,0.011921946896908953,0.014104061766069709,0.012796485100544874,0.014165955678710151,0.014114384537319058,0.013080219595643872,0.012280322128220167,0.012484854533152845
11,0.012047611097216748,0.013201936522524438,0.010822723386688882,0.013175923899485742,0.011636420182100427,0.012883698479655425,0.012603352323804717,0.012280337281613374,0.011183168153128253,0.011305449199600748
12,0.011155065192653968,0.012286481508205771,0.010427438720804094,0.012220954003297368,0.010722457968338706,0.011963309014934698,0.01197134830177804,0.011533444808865756,0.01072579971688059,0.010546286644963931
13,0.010595226984620343,0.011258572700541425,0.009640077019007709,0.01126407766508608,0.010165129754927893,0.011372654778118108,0.01113302040596098,0.010690257660084246,0.01018009831738853,0.009789359091922467
