,ParticleSwarmOptimization,WhaleOptimizationAlgorithm,CuckooSearch,GreyWolfOptimizer,FruitFly,SquirrelSearchAlgorithm,KrillHerd,WaterWaveOptimization,ArtificialBeeColony
0,3169.1258422992146,3125.7590343280367,3091.6328143889323,3107.485040457803,4802.317122558487,3150.518293714042,3208.615219135188,3131.064107725688,2700.108525355179
1,3164.260397577649,3158.6195078234464,3090.926476485489,3156.7991316068933,4900.068895597255,3103.9826771345656,3268.54310386377,3135.7455534791616,2700.0224255812186
2,3243.559548167132,3205.653917394878,3093.338158545227,3092.16880928765,4819.330196881625,3099.50051906553,3183.326223565968,3117.184633990774,2700.030582275855
3,3255.9898376045585,3172.885343732666,3093.6685064007165,3095.2781159409137,4883.926850755413,3098.10008879049,3214.521691485986,3139.1137679391054,2700.039383882191
4,3170.679272941764,3099.7194948712004,3092.07327744773,3094.544468384034,4970.639322591029,3098.4784148831245,3277.650639556909,3119.3873779690684,2700.024507941785
5,3184.2879304841,3147.0774106400795,3092.6880840898643,3097.4157985288653,4982.591500090063,3108.940043545424,3194.429952729892,3107.791603515413,2700.059311955512
6,3125.6099043551094,3119.63901432238,3091.346277408393,3123.817134390142,4972.927547911156,3100.0141402574827,3197.3993974491195,3114.2974105534186,2700.054704518019
7,3214.2177099773016,3202.243097325909,3089.5192894395395,3176.8805090228875,4951.906509796057,3098.45862140559,3192.081518789054,3123.255389330116,2700.026505175877
8,3129.575213094667,3211.1883427354537,3089.351582742942,3096.1317685073886,4907.070807415195,3094.663173593697,3182.352881050901,3146.224790553869,2700.035190044581
9,3218.814054561888,3102.586558155695,3090.2701441414115,3092.0127055993216,4987.37355032276,3168.5668627862906,3266.3612626703534,3165.9219382387123,2700.0345071557917
10,4429.168711511304,3204.569321365236,4429.168711511304,4429.168711511304,4429.168711511304,4429.168711511304,4429.168711511304,3204.569321365236,2305.394149924295
11,3179.100525013635,3190.7139271586634,3179.100525013635,3179.100525013635,3179.100525013635,3179.100525013635,3179.100525013635,3190.7139271586634,2304.4470617025618
12,4222.5281132421,3173.2791566461788,4222.5281132421,4222.5281132421,4222.5281132421,4222.5281132421,4222.5281132421,3173.2791566461788,2309.3329579173787
13,4105.248918588026,3187.995127176312,4105.248918588026,4105.248918588026,4105.248918588026,4105.248918588026,4105.248918588026,3187.995127176312,2310.3663951584663
14,4412.900621121953,3138.0253161003207,4412.900621121953,4412.900621121953,4412.900621121953,4412.900621121953,4412.900621121953,3138.0253161003207,2312.003999716829
15,3461.318666273789,3129.781306397219,3461.318666273789,3461.318666273789,3461.318666273789,3461.318666273789,3461.318666273789,3129.781306397219,2305.1285701874654
16,2818.2281442272674,3097.5505969738647,2818.2281442272674,2818.2281442272674,2818.2281442272674,2818.2281442272674,2818.2281442272674,3097.5505969738647,2300.5544617547166
17,3186.698183631451,3210.131324587092,3186.698183631451,3186.698183631451,3186.698183631451,3186.698183631451,3186.698183631451,3210.131324587092,2305.0496796811008
18,3376.8679608719394,3106.5988615218707,3376.8679608719394,3376.8679608719394,3376.8679608719394,3376.8679608719394,3376.8679608719394,3106.5988615218707,2310.1923116772323
19,4728.180838349255,3177.032652517232,4728.180838349255,4728.180838349255,4728.180838349255,4728.180838349255,4728.180838349255,3177.032652517232,2301.8994081766778
