,ParticleSwarmOptimization,WhaleOptimizationAlgorithm,CuckooSearch,GreyWolfOptimizer,FruitFly,SquirrelSearchAlgorithm,KrillHerd,WaterWaveOptimization,ArtificialBeeColony
0,300.0001679616969,300.0000007999375,300.0,300.000000133378,4347715.936947348,300.0,300.0000000458037,300.0784939715573,300.0
1,300.0016913959851,300.00000000441355,300.0,300.00000410318364,4835503.452778081,300.0,300.00000002770025,313.7119879652802,300.0
2,300.0000616868248,300.0000001120408,300.0,300.0000681743512,5033006.521097469,300.0,300.00000001243984,300.0000029268214,300.0
3,300.0003937645193,300.00000000004485,300.0,300.0000054123908,4593562.846742862,300.0,300.0000000669264,300.00049426352945,300.0
4,300.0001079733871,300.00000000320426,300.0,300.00000039533575,4831408.741016781,300.0,300.00000128396863,300.5863113472288,300.0
5,300.00063207613863,300.00000041916513,300.0,300.0000000815874,5052637.279518657,300.0,300.0000000012236,300.0099630623764,300.0
6,300.000079825703,300.0000021222176,300.0,300.0000110525291,4786078.366100168,300.0,300.0000002577613,300.3477302040157,300.0
7,300.0000068649068,300.0000000100104,300.0,300.00000065187027,5009406.186574991,300.0,300.000000153946,300.6018697610652,300.0
8,300.0002649855304,300.00000001133526,300.0,300.0000118782366,5103233.552813683,300.0,300.0000000082388,300.0018225043345,300.0
9,300.0011036966419,300.0000000220181,300.0,300.0000040377592,5110914.589793799,300.0,300.0000007353999,300.1999669907657,300.0
10,200.1180118876259,300.0000000633489,200.1180118876259,200.1180118876259,200.1180118876259,200.1180118876259,200.1180118876259,300.0000000633489,
11,200.00370562547545,300.00000000384455,200.00370562547545,200.00370562547545,200.00370562547545,200.00370562547545,200.00370562547545,300.00000000384455,
12,200.0183548489292,300.00000000000455,200.0183548489292,200.0183548489292,200.0183548489292,200.0183548489292,200.0183548489292,300.00000000000455,
13,200.0189562870511,300.00000000003297,200.0189562870511,200.0189562870511,200.0189562870511,200.0189562870511,200.0189562870511,300.00000000003297,
14,200.1111561600345,300.00000000790345,200.1111561600345,200.1111561600345,200.1111561600345,200.1111561600345,200.1111561600345,300.00000000790345,
15,200.03683993544087,300.0000000026148,200.03683993544087,200.03683993544087,200.03683993544087,200.03683993544087,200.03683993544087,300.0000000026148,
16,200.04934040159995,300.0000000085871,200.04934040159995,200.04934040159995,200.04934040159995,200.04934040159995,200.04934040159995,300.0000000085871,
17,200.08820729466416,300.0000000201184,200.08820729466416,200.08820729466416,200.08820729466416,200.08820729466416,200.08820729466416,300.0000000201184,
18,200.0789041529121,300.00000007755267,200.0789041529121,200.0789041529121,200.0789041529121,200.0789041529121,200.0789041529121,300.00000007755267,
19,200.10012716999148,300.0000000046438,200.10012716999148,200.10012716999148,200.10012716999148,200.10012716999148,200.10012716999148,300.0000000046438,
