,ParticleSwarmOptimization,WhaleOptimizationAlgorithm,CuckooSearch,GreyWolfOptimizer,FruitFly,SquirrelSearchAlgorithm,KrillHerd,WaterWaveOptimization,ArtificialBeeColony
0,4765197.563486073,864412.4559753475,3219.2218292999546,68961.61008759824,23629002380.258896,4018680.3535092007,9191071.82246314,212331296.7555793,494692.95324110345
1,1241567.0753626348,49199.905626519234,1923.4729953726053,3408828.3296389664,24706419994.384464,1837643.7182764004,422188.0417509782,567029007.8595417,250833.2717705492
2,12372694.430268684,8747465.054700598,3690.4185600936994,262190.9279795238,24233132659.88872,1522860.390579627,17972.114368297123,9419450.11968208,247834.7651840321
3,4009547.3275725823,347247.5739860531,2880.6039708754133,1137682.2442972264,24067753753.18468,22611614.347560477,4149524.332112775,33339862.502398524,170675.82649574784
4,1936630.7701650488,12715328.05646034,4346.240315699167,552687.9676114462,24361218281.196243,19186166.6816031,1570765.953195099,64524849.71737923,216436.34984358508
5,1878020.727213018,10975892.502768144,7455.290949862558,911196.9081755884,24520707826.81245,14514742.607080089,155278.8122582062,13632846.435029224,192178.6763828993
6,1486793.669718581,1065169.851949576,2794.868122212016,8376821.627133855,23798053405.224583,498564.0652404229,835774.9840828757,2316327.0076011512,203050.31105305257
7,1963792.4761097936,1007319.4204392716,2699.642773496564,1162039.8426920862,24485196181.178555,3617284.7299842,3408172.316382788,1005983608.7458608,1120246.6921238294
8,1858718.2008336245,22206716.13170008,2119.5670468257745,215126.6137042212,24142646385.84819,5034016.403756276,1819304.5922302615,48733467.393027954,199603.16167704583
9,12031344.634011077,524899.7954260272,3819.409091940716,921772.7134266632,24534552664.12671,13211875.676277716,3518125.1604605736,228938243.23577508,237216.93282533955
10,1324.9697537692728,3898652.8427298046,1324.9697537692728,1324.9697537692728,1324.9697537692728,1324.9697537692728,1324.9697537692728,3898652.8427298046,
11,1218.3254017025658,3308295.360976766,1218.3254017025658,1218.3254017025658,1218.3254017025658,1218.3254017025658,1218.3254017025658,3308295.360976766,
12,1236.1844085953687,2765274.6690108413,1236.1844085953687,1236.1844085953687,1236.1844085953687,1236.1844085953687,1236.1844085953687,2765274.6690108413,
13,1279.2188642661158,2416754.5862613125,1279.2188642661158,1279.2188642661158,1279.2188642661158,1279.2188642661158,1279.2188642661158,2416754.5862613125,
14,1247.2660419277931,2836912.0561977467,1247.2660419277931,1247.2660419277931,1247.2660419277931,1247.2660419277931,1247.2660419277931,2836912.0561977467,
15,1160.5119851030051,12546342.072541049,1160.5119851030051,1160.5119851030051,1160.5119851030051,1160.5119851030051,1160.5119851030051,12546342.072541049,
16,1210.4379784435878,6550359.669987899,1210.4379784435878,1210.4379784435878,1210.4379784435878,1210.4379784435878,1210.4379784435878,6550359.669987899,
17,1201.4145082728123,381755.3684164745,1201.4145082728123,1201.4145082728123,1201.4145082728123,1201.4145082728123,1201.4145082728123,381755.3684164745,
18,1193.7207868748844,35360.51753676312,1193.7207868748844,1193.7207868748844,1193.7207868748844,1193.7207868748844,1193.7207868748844,35360.51753676312,
19,1266.2571850072477,355636.9746540355,1266.2571850072477,1266.2571850072477,1266.2571850072477,1266.2571850072477,1266.2571850072477,355636.9746540355,
