,ParticleSwarmOptimization,WhaleOptimizationAlgorithm,CuckooSearch,GreyWolfOptimizer,FruitFly,SquirrelSearchAlgorithm,KrillHerd,WaterWaveOptimization,ArtificialBeeColony
0,500.99499346312666,500.0000000001066,500.0,500.9949592457956,513.799454179854,500.0,500.0000000249268,500.0056147562137,500.0
1,500.0002119285726,500.9950052730803,500.0,500.0000163377638,513.7994544694574,500.0,500.0000000236002,500.0019798827568,500.0
2,500.9952004242488,500.99503103853726,500.0,500.0000013051745,513.7994541449168,500.0,500.00000000570776,500.0000144083478,500.0
3,500.0001438158124,500.9949603012153,500.0,500.0000005281301,513.7994533581746,500.0,500.0000000090557,500.0001509111722,500.0
4,500.0001135160926,500.9949590572424,500.0,500.0000093092484,513.7994530704516,500.0,500.0000000425048,500.0032448134056,500.0
5,500.0004338121824,500.9949685378219,500.0,500.0000051067495,513.7994538718236,500.0,500.0000000058832,500.0000650535709,500.0
6,500.99554612920025,500.00000000909534,500.0,500.0000096110208,513.7994536793428,500.0,500.00000005156016,500.055981000497,500.0
7,500.9950439759028,500.00000001357336,500.0,500.0000004019544,513.7994539705562,500.0,500.0000000181544,500.0225738162413,500.0
8,500.00011233744624,500.9949641819765,500.0,500.0000002961433,513.7994533258507,500.0,500.0000000133216,501.049690727341,500.0
9,500.0003260855766,500.0000000003084,500.0,500.0000024979257,513.7994533299776,500.0,500.0000000076653,500.06336112098353,500.0
10,400.0000392247649,500.00000000002376,400.0000392247649,400.0000392247649,400.0000392247649,400.0000392247649,400.0000392247649,500.00000000002376,
11,400.0000017917368,500.0000000203148,400.0000017917368,400.0000017917368,400.0000017917368,400.0000017917368,400.0000017917368,500.0000000203148,
12,400.0000174601008,500.0000000011155,400.0000174601008,400.0000174601008,400.0000174601008,400.0000174601008,400.0000174601008,500.0000000011155,
13,400.0000053151448,500.9949929846762,400.0000053151448,400.0000053151448,400.0000053151448,400.0000053151448,400.0000053151448,500.9949929846762,
14,400.00001049942233,500.9950543849377,400.00001049942233,400.00001049942233,400.00001049942233,400.00001049942233,400.00001049942233,500.9950543849377,
15,400.0000027699094,500.0000000009424,400.0000027699094,400.0000027699094,400.0000027699094,400.0000027699094,400.0000027699094,500.0000000009424,
16,400.0000010739736,500.00000000139744,400.0000010739736,400.0000010739736,400.0000010739736,400.0000010739736,400.0000010739736,500.00000000139744,
17,400.0033413773947,500.0000000006321,400.0033413773947,400.0033413773947,400.0033413773947,400.0033413773947,400.0033413773947,500.0000000006321,
18,400.00000024218025,500.0000000833734,400.00000024218025,400.00000024218025,400.00000024218025,400.00000024218025,400.00000024218025,500.0000000833734,
19,400.000000625645,500.0000000001271,400.000000625645,400.000000625645,400.000000625645,400.000000625645,400.000000625645,500.0000000001271,
20,300.0000000633489,400.0000392247649,300.0000000633489,300.0000000633489,300.0000000633489,300.0000000633489,300.0000000633489,400.0000392247649,
21,300.00000000384455,400.0000017917368,300.00000000384455,300.00000000384455,300.00000000384455,300.00000000384455,300.00000000384455,400.0000017917368,
22,300.00000000000455,400.0000174601008,300.00000000000455,300.00000000000455,300.00000000000455,300.00000000000455,300.00000000000455,400.0000174601008,
23,300.00000000003297,400.0000053151448,300.00000000003297,300.00000000003297,300.00000000003297,300.00000000003297,300.00000000003297,400.0000053151448,
24,300.00000000790345,400.00001049942233,300.00000000790345,300.00000000790345,300.00000000790345,300.00000000790345,300.00000000790345,400.00001049942233,
25,300.0000000026148,400.0000027699094,300.0000000026148,300.0000000026148,300.0000000026148,300.0000000026148,300.0000000026148,400.0000027699094,
26,300.0000000085871,400.0000010739736,300.0000000085871,300.0000000085871,300.0000000085871,300.0000000085871,300.0000000085871,400.0000010739736,
27,300.0000000201184,400.0033413773947,300.0000000201184,300.0000000201184,300.0000000201184,300.0000000201184,300.0000000201184,400.0033413773947,
28,300.00000007755267,400.00000024218025,300.00000007755267,300.00000007755267,300.00000007755267,300.00000007755267,300.00000007755267,400.00000024218025,
29,300.0000000046438,400.000000625645,300.0000000046438,300.0000000046438,300.0000000046438,300.0000000046438,300.0000000046438,400.000000625645,
30,200.1180118876259,300.0000000633489,200.1180118876259,200.1180118876259,200.1180118876259,200.1180118876259,200.1180118876259,300.0000000633489,
31,200.00370562547545,300.00000000384455,200.00370562547545,200.00370562547545,200.00370562547545,200.00370562547545,200.00370562547545,300.00000000384455,
32,200.0183548489292,300.00000000000455,200.0183548489292,200.0183548489292,200.0183548489292,200.0183548489292,200.0183548489292,300.00000000000455,
33,200.0189562870511,300.00000000003297,200.0189562870511,200.0189562870511,200.0189562870511,200.0189562870511,200.0189562870511,300.00000000003297,
34,200.1111561600345,300.00000000790345,200.1111561600345,200.1111561600345,200.1111561600345,200.1111561600345,200.1111561600345,300.00000000790345,
35,200.03683993544087,300.0000000026148,200.03683993544087,200.03683993544087,200.03683993544087,200.03683993544087,200.03683993544087,300.0000000026148,
36,200.04934040159995,300.0000000085871,200.04934040159995,200.04934040159995,200.04934040159995,200.04934040159995,200.04934040159995,300.0000000085871,
37,200.08820729466416,300.0000000201184,200.08820729466416,200.08820729466416,200.08820729466416,200.08820729466416,200.08820729466416,300.0000000201184,
38,200.0789041529121,300.00000007755267,200.0789041529121,200.0789041529121,200.0789041529121,200.0789041529121,200.0789041529121,300.00000007755267,
39,200.10012716999148,300.0000000046438,200.10012716999148,200.10012716999148,200.10012716999148,200.10012716999148,200.10012716999148,300.0000000046438,
