,ParticleSwarmOptimization,WhaleOptimizationAlgorithm,CuckooSearch,GreyWolfOptimizer,FruitFly,KrillHerd,WaterWaveOptimization
0,0.7885262266339339,0.0,0.0,0.0,0.0001083491648969,3.1520528409600956e-09,9.222339940606616e-07
1,0.2563609690563098,0.0,0.0,0.0,0.0001072225522733,0.8002437686876434,1.7783172410190673e-05
2,0.0587311450343399,0.0,0.0,0.0,0.0001087787219944,1.9899181396312533,9.54628666249846e-06
3,0.0810431043425765,0.0,0.0,0.0,0.0001152604037599,1.6150707438100651e-09,0.0008462708960692
4,0.2906030575823308,0.0,0.0,0.0,0.000110730660026,1.617412976884225e-07,0.0041985906383317
5,0.0163387250747035,0.0,0.0,0.0,0.000108786438183,1.658954253969114e-07,0.9950103652833208
6,0.4878549499094582,0.0,0.0,0.0,0.0001156922191185,0.5342400889648395,1.0058704426413207
7,0.0444989718326134,0.0,0.0,0.0,0.0001048884531407,0.6733291111649606,0.0001359674124756
8,0.2350615173089352,0.0,0.0,0.0,0.000107490255214,2.648732788657071e-08,0.0876589820243722
9,0.1225086346667296,0.0,0.0,0.0,0.0001039365805795,1.3138517829247576e-08,0.0262035531307489
