,ParticleSwarmOptimization,WhaleOptimizationAlgorithm,CuckooSearch,GreyWolfOptimizer,FruitFly,SquirrelSearchAlgorithm,KrillHerd,WaterWaveOptimization,ArtificialBeeColony
0,12101.86711190286,13092.493086327762,1509.8593583751224,11572.298466146887,6473805780.435534,117827.8479412328,11203.011747526669,6843.8519954340445,1741.9457850780643
1,24250.45900032254,2799.133818056754,1515.4821312549473,33362.3226263949,5899053010.2937975,5721.219809985205,39744.4870209904,12638.390070264051,6514.768753423028
2,16153.914622668792,29830.25303351742,1523.7628518708889,12655.590729814368,6810641807.567853,127850.91126001244,12673.692763108704,45980.047908799184,1946.34013468428
3,2063.831986146468,5216.125382518988,1510.2623863442957,28525.24881432428,6897528154.1194,2427.148349336211,9874.325039865427,27943.345667903028,2452.8093679663866
4,8366.034294551764,61755.64865949752,1513.917187940588,12568.878806542598,5019039614.718869,38883.72014228134,20716.71706736458,48785.53876285612,1595.7541839146377
5,10130.20654784844,6254.311408602773,1509.3368234384066,6005.155495552351,6357604310.687375,5500.620840135736,23742.602950135635,27034.416373659165,2668.378324027667
6,11082.31537159866,11946.547771145382,1513.0854041552857,3705.282796579563,6947918144.89688,9075.281481812852,16579.708709360428,30988.316246170656,3258.126928250532
7,27513.12624921277,40337.95747910261,1518.2209878076808,4517.898812929598,6467467030.548109,25829.117197871383,66505.38541393464,4665.039059038789,1535.3450261279909
8,16888.75456008344,5090.427146529645,1509.1488640749192,2041.455072429027,6980028265.111795,34626.74430686697,44637.35694281556,14241.39819590547,1890.5876409578264
9,15380.830279611691,17494.897225191373,1509.502895952939,16445.732674226187,6592445964.508132,7418.604704241243,8044.327764262656,64257.10566139299,2374.6383837481667
10,2208.914217820816,15853.155396039065,2208.914217820816,2208.914217820816,2208.914217820816,2208.914217820816,2208.914217820816,15853.155396039065,
11,1747.7324954012663,18687.88338065713,1747.7324954012663,1747.7324954012663,1747.7324954012663,1747.7324954012663,1747.7324954012663,18687.88338065713,
12,1956.860517127258,8288.551185061002,1956.860517127258,1956.860517127258,1956.860517127258,1956.860517127258,1956.860517127258,8288.551185061002,
13,2717.902039872596,8029.401727364843,2717.902039872596,2717.902039872596,2717.902039872596,2717.902039872596,2717.902039872596,8029.401727364843,
14,2607.235854334066,23228.03875711038,2607.235854334066,2607.235854334066,2607.235854334066,2607.235854334066,2607.235854334066,23228.03875711038,
15,1534.7564198956115,21582.119916387663,1534.7564198956115,1534.7564198956115,1534.7564198956115,1534.7564198956115,1534.7564198956115,21582.119916387663,
16,5435.883804045945,6243.255527330188,5435.883804045945,5435.883804045945,5435.883804045945,5435.883804045945,5435.883804045945,6243.255527330188,
17,6552.329826009291,21418.43289108827,6552.329826009291,6552.329826009291,6552.329826009291,6552.329826009291,6552.329826009291,21418.43289108827,
18,5696.065532718262,11075.278384223608,5696.065532718262,5696.065532718262,5696.065532718262,5696.065532718262,5696.065532718262,11075.278384223608,
19,2862.5214537811617,13806.056524061749,2862.5214537811617,2862.5214537811617,2862.5214537811617,2862.5214537811617,2862.5214537811617,13806.056524061749,
20,12088.318250600152,2208.914217820816,12088.318250600152,12088.318250600152,12088.318250600152,12088.318250600152,12088.318250600152,2208.914217820816,
21,10598.718620642485,1747.7324954012663,10598.718620642485,10598.718620642485,10598.718620642485,10598.718620642485,10598.718620642485,1747.7324954012663,
22,27361.64744717995,1956.860517127258,27361.64744717995,27361.64744717995,27361.64744717995,27361.64744717995,27361.64744717995,1956.860517127258,
23,34582.901938344665,2717.902039872596,34582.901938344665,34582.901938344665,34582.901938344665,34582.901938344665,34582.901938344665,2717.902039872596,
24,8038.565019454524,2607.235854334066,8038.565019454524,8038.565019454524,8038.565019454524,8038.565019454524,8038.565019454524,2607.235854334066,
25,2978.335656229337,1534.7564198956115,2978.335656229337,2978.335656229337,2978.335656229337,2978.335656229337,2978.335656229337,1534.7564198956115,
26,5800.033135122212,5435.883804045945,5800.033135122212,5800.033135122212,5800.033135122212,5800.033135122212,5800.033135122212,5435.883804045945,
27,14457.60969475116,6552.329826009291,14457.60969475116,14457.60969475116,14457.60969475116,14457.60969475116,14457.60969475116,6552.329826009291,
28,22362.85556011372,5696.065532718262,22362.85556011372,22362.85556011372,22362.85556011372,22362.85556011372,22362.85556011372,5696.065532718262,
29,28083.365066287093,2862.5214537811617,28083.365066287093,28083.365066287093,28083.365066287093,28083.365066287093,28083.365066287093,2862.5214537811617,
30,3898652.8427298046,12088.318250600152,3898652.8427298046,3898652.8427298046,3898652.8427298046,3898652.8427298046,3898652.8427298046,12088.318250600152,
