,ParticleSwarmOptimization,WhaleOptimizationAlgorithm,CuckooSearch,GreyWolfOptimizer,FruitFly,SquirrelSearchAlgorithm,KrillHerd,WaterWaveOptimization,ArtificialBeeColony
0,400.00000468238574,400.0000218425001,400.0,400.0000000207491,473.2808227472244,400.00000000000006,400.0000668544987,400.00374586826894,400.0002072734521
1,400.0000071230101,400.0000002012441,400.0,400.00000011687285,474.6069798554207,400.0,400.0160583223652,400.00076020944215,400.0001821237051
2,400.0000003927475,400.00015746197096,400.0,400.00000163144455,471.3623861055643,400.00000000000034,400.03797037640953,400.01419528027554,400.0002753899339
3,400.0000000083035,400.00000028765805,400.0,400.00000027169136,475.79399502157753,400.0,400.000631072016,400.0000880552614,400.0001482340944
4,400.0000009621761,400.0000138486489,400.0,400.00000002921377,470.3678881730384,400.0000000000001,400.0009582003922,400.0102065478055,400.00490697889234
5,400.0000000016399,400.0000054481456,400.0,400.0000000127369,475.8548137796489,400.0,400.0004225545042,400.0043214381548,400.0020565131077
6,400.0000057211452,400.0000138020419,400.0,400.0000001283757,474.01381367180994,400.0,400.0232140701111,400.00000000336206,400.0000081556473
7,400.0000030932874,400.0000047186352,400.0,400.0000001823497,473.883101292251,400.00000000000006,400.0047930633456,400.0046908382396,400.00061070448174
8,400.0000083810468,400.000000261895,400.0,400.00578561866496,475.5340317629536,400.0,400.0105449394081,400.00294482702617,400.000423426393
9,400.0000087080484,400.0000050233144,400.0,400.0000000055935,470.5010868428968,400.0000000000002,400.0039293255944,400.0031616276927,400.00482657704526
10,300.0000000633489,400.0000392247649,300.0000000633489,300.0000000633489,300.0000000633489,300.0000000633489,300.0000000633489,400.0000392247649,
11,300.00000000384455,400.0000017917368,300.00000000384455,300.00000000384455,300.00000000384455,300.00000000384455,300.00000000384455,400.0000017917368,
12,300.00000000000455,400.0000174601008,300.00000000000455,300.00000000000455,300.00000000000455,300.00000000000455,300.00000000000455,400.0000174601008,
13,300.00000000003297,400.0000053151448,300.00000000003297,300.00000000003297,300.00000000003297,300.00000000003297,300.00000000003297,400.0000053151448,
14,300.00000000790345,400.00001049942233,300.00000000790345,300.00000000790345,300.00000000790345,300.00000000790345,300.00000000790345,400.00001049942233,
15,300.0000000026148,400.0000027699094,300.0000000026148,300.0000000026148,300.0000000026148,300.0000000026148,300.0000000026148,400.0000027699094,
16,300.0000000085871,400.0000010739736,300.0000000085871,300.0000000085871,300.0000000085871,300.0000000085871,300.0000000085871,400.0000010739736,
17,300.0000000201184,400.0033413773947,300.0000000201184,300.0000000201184,300.0000000201184,300.0000000201184,300.0000000201184,400.0033413773947,
18,300.00000007755267,400.00000024218025,300.00000007755267,300.00000007755267,300.00000007755267,300.00000007755267,300.00000007755267,400.00000024218025,
19,300.0000000046438,400.000000625645,300.0000000046438,300.0000000046438,300.0000000046438,300.0000000046438,300.0000000046438,400.000000625645,
20,200.1180118876259,300.0000000633489,200.1180118876259,200.1180118876259,200.1180118876259,200.1180118876259,200.1180118876259,300.0000000633489,
21,200.00370562547545,300.00000000384455,200.00370562547545,200.00370562547545,200.00370562547545,200.00370562547545,200.00370562547545,300.00000000384455,
22,200.0183548489292,300.00000000000455,200.0183548489292,200.0183548489292,200.0183548489292,200.0183548489292,200.0183548489292,300.00000000000455,
23,200.0189562870511,300.00000000003297,200.0189562870511,200.0189562870511,200.0189562870511,200.0189562870511,200.0189562870511,300.00000000003297,
24,200.1111561600345,300.00000000790345,200.1111561600345,200.1111561600345,200.1111561600345,200.1111561600345,200.1111561600345,300.00000000790345,
25,200.03683993544087,300.0000000026148,200.03683993544087,200.03683993544087,200.03683993544087,200.03683993544087,200.03683993544087,300.0000000026148,
26,200.04934040159995,300.0000000085871,200.04934040159995,200.04934040159995,200.04934040159995,200.04934040159995,200.04934040159995,300.0000000085871,
27,200.08820729466416,300.0000000201184,200.08820729466416,200.08820729466416,200.08820729466416,200.08820729466416,200.08820729466416,300.0000000201184,
28,200.0789041529121,300.00000007755267,200.0789041529121,200.0789041529121,200.0789041529121,200.0789041529121,200.0789041529121,300.00000007755267,
29,200.10012716999148,300.0000000046438,200.10012716999148,200.10012716999148,200.10012716999148,200.10012716999148,200.10012716999148,300.0000000046438,
