,ParticleSwarmOptimization,WhaleOptimizationAlgorithm,CuckooSearch,GreyWolfOptimizer,FruitFly,SquirrelSearchAlgorithm,KrillHerd,WaterWaveOptimization,ArtificialBeeColony
0,1141.9789524745177,1190.3126929787188,1107.593205199325,1125.5278845154085,59548150.40299448,1385.8228034196272,1147.4380642886508,1208.365422243284,1121.8551085467927
1,1144.0988251325582,1349.270789795953,1105.5367937493277,1122.9614258980098,59484632.13559503,1258.1571404806596,1189.1007521912156,1327.6904022118767,1110.927580721108
2,1150.0212282946934,1121.7158696938957,1102.7240455141591,1119.8579787420138,55133522.93099904,1227.501296447212,1139.140168409538,1358.6497342459015,1123.5350284502583
3,1155.0683514686912,1184.506633958792,1106.495174425588,1167.1398154982498,59311544.856121816,1365.2216444131031,1114.3042243769553,1293.0924242135873,1111.0042057617409
4,1130.379559739819,1265.8529821290442,1108.3786454245562,1159.8898506157789,59650730.90677435,1123.4512388494902,1140.2008521965306,1312.0461256414833,1108.0635285858186
5,1149.175227273014,1415.763721803918,1105.3209612095804,1160.1647566694317,60488672.657848455,1153.8215387287007,1261.5358017512788,1456.654850915069,1106.9944766424949
6,1141.9936411611566,1204.2785941019072,1105.448944900937,1107.284118218295,57758860.21070036,1161.6044908927745,1177.6825706605011,1301.7637488303712,1107.5464416800237
7,1125.5095233956006,1171.2457865484075,1105.9240095526288,1136.5817324110826,59280244.59565736,1245.5078745502915,1146.0156953043388,1295.898189530909,1117.3302867593864
8,1113.2772946239454,1297.4338613836203,1108.5960884091282,1143.000044371582,48478063.29326147,1218.4246692727036,1195.4510567649418,1155.768805478248,1118.9553353124977
9,1126.3612882037582,1295.4112332896236,1103.1173167032528,1119.1171549484416,59291740.38352719,1256.6395584880097,1136.407138343617,1203.5214400985612,1118.5493560842945
