,ParticleSwarmOptimization,WhaleOptimizationAlgorithm,CuckooSearch,GreyWolfOptimizer,FruitFly,KrillHerd,WaterWaveOptimization
0,0.0041953307021041,9.753899673691154e-10,1.3497838043956716e-31,1.7569494946123712e-06,0.9965991948063484,6.094337705962191e-07,1.0299938197867577e-06
1,0.0101313244578217,8.068023322690841e-06,1.3497838043956716e-31,4.517321657537494e-07,0.603036486115398,2.7746709386471845e-06,1.232119595049475e-08
2,0.0017950610886071,1.240932569184881e-07,1.3497838043956716e-31,2.2616988005890985e-07,0.9784810916004694,1.690510601524316e-06,1.0068138341658209e-07
3,0.0025463069875617,0.0002580768816043,1.3497838043956716e-31,8.590762305300543e-07,0.4673025924692409,1.1279052899380406e-06,0.1100463847255074
4,0.00298482349836,3.003430370130037e-06,1.3497838043956716e-31,6.20253094828363e-07,0.975313823650228,6.456395310271372e-07,1.592738488108013e-06
5,0.0029196325737078,9.236192392706844e-07,1.3497838043956716e-31,3.611556832854589e-07,0.9769485752378788,8.461477638802677e-07,0.1098859303376571
6,0.0040228055296066,1.018655200857004e-05,1.3497838043956716e-31,5.3893041047338455e-06,0.1091317420878168,1.1007513905387872e-06,0.1133196034911883
7,0.0039874444225517,1.203669529609945e-05,1.3497838043956716e-31,2.359998207013191e-06,0.9815284869681328,3.821458721968967e-07,0.160026151171943
8,0.0022685364699793,9.570365950692341e-09,1.3497838043956716e-31,0.9737160282847253,0.979362690342551,1.5031556835421565e-06,5.5301823956543175e-06
9,0.0099991506075535,4.468959969753465e-06,1.3497838043956716e-31,8.010363718342772e-06,0.3805511935049719,1.305328181369132e-06,0.1519513320075891
10,0.0002750092879103,0.0014704845882955,1.3497838043956716e-31,6.671976176387779e-07,0.5058633586579871,6.604498968077021e-07,0.001963051508941
11,0.0030973811106029,0.0025411795537499,1.3497838043956716e-31,8.729874321071989e-07,0.145890552119123,1.1879043749750445e-06,3.9057201916257134e-05
12,0.0023498715368052,0.000123925948661,1.3497838043956716e-31,1.56755551422081e-06,0.9774993008998076,4.118995297946975e-07,0.0028317280352858
13,0.0155646083164556,0.005909531015133,1.3497838043956716e-31,1.984961639551005e-06,0.4318602785908427,1.0001711724732869e-07,0.0001325577669829
14,0.0001461197875295,1.5984740507885082e-06,1.3497838043956716e-31,3.966074696667797e-07,0.9779646604109236,2.175066340652555e-06,0.0411872943280276
15,0.0004514515297621,1.2557579966443803e-06,1.3497838043956716e-31,4.849644092195272e-07,0.2351111706865878,3.3909681905067818e-06,0.0001138464229072
16,0.0114569665250325,6.673708856047875e-06,1.3497838043956716e-31,4.625287288398209e-06,1.017520940959294,1.0983871662137852e-06,0.1123487859962244
17,0.0022658061490429,3.499623459941419e-05,1.3497838043956716e-31,5.154245984706447e-06,0.9855319061306308,3.630287313206785e-07,6.383876382533302e-17
18,0.0077716560930345,1.691423254863989e-05,1.3497838043956716e-31,4.931278971312802e-07,0.3091789112430814,1.159627221124343e-06,0.2888529884476133
19,0.006675899802559,0.0001613040742152,1.3497838043956716e-31,4.958456581087884e-07,0.9741299302433578,2.985524712176056e-07,0.014148430646887
