,ParticleSwarmOptimization,WhaleOptimizationAlgorithm,CuckooSearch,GreyWolfOptimizer,FruitFly,SquirrelSearchAlgorithm,KrillHerd,WaterWaveOptimization,ArtificialBeeColony
0,600.0489587452703,600.0002399137337,600.0000000000001,600.0077010836976,678.5615914746809,600.0000000000153,600.0010754826384,600.2431358050443,600.0000001809157
1,600.0079488405945,600.0575981820386,600.0000000000199,600.005341435068,809.0781865269971,600.0000000000001,600.0046983223215,603.9965368332539,600.0000020175396
2,600.0331251482778,600.0000337717493,600.0,600.0079854310962,845.9633957362863,600.0000000000097,600.0010036817845,601.3888895447085,600.0000000119805
3,600.017422133306,600.0075475852456,600.0000000000003,600.017387011129,708.1205618076324,600.0000000000008,600.001952550436,601.3888895447085,600.000000840478
4,600.0318159804807,600.0002296382432,600.0,600.0076431503488,915.5896258552424,600.0000000000005,600.0009916703015,601.0255611543078,600.0000003391609
5,600.0363330404131,600.0030212787289,600.0000000001597,600.0003187501154,848.5451317519569,600.0000000000657,600.0009853121534,600.0976159238595,600.000024596551
6,600.0482159168105,600.0319294857724,600.0000000000009,600.0167295231857,837.5546548224119,600.0000000000692,600.0020502146573,600.7425809041958,600.0000000806253
7,600.0261959386856,600.000229487034,600.0000000000001,600.0075513279901,813.6510057345354,600.0000287776661,600.003112805528,601.8485751649317,600.0000074066107
8,600.0381051015972,600.0976159229917,600.0000000000001,600.0126936662971,911.2679412294084,600.0000000000003,600.0030303069559,600.0976159229691,600.0000000015742
9,600.009095499828,600.0009827986737,600.0,600.016451281279,709.7146693975682,600.0000000000014,600.0009834372356,600.0976159229691,600.0000004615363
10,500.00000000002376,600.0000287788627,500.00000000002376,500.00000000002376,500.00000000002376,500.00000000002376,500.00000000002376,600.0000287788627,
11,500.0000000203148,600.0575981825099,500.0000000203148,500.0000000203148,500.0000000203148,500.0000000203148,500.0000000203148,600.0575981825099,
12,500.0000000011155,600.0001305818198,500.0000000011155,500.0000000011155,500.0000000011155,500.0000000011155,500.0000000011155,600.0001305818198,
13,500.9949929846762,600.1572982486555,500.9949929846762,500.9949929846762,500.9949929846762,500.9949929846762,500.9949929846762,600.1572982486555,
14,500.9950543849377,600.057598182026,500.9950543849377,500.9950543849377,500.9950543849377,500.9950543849377,500.9950543849377,600.057598182026,
15,500.0000000009424,600.0319294857389,500.0000000009424,500.0000000009424,500.0000000009424,500.0000000009424,500.0000000009424,600.0319294857389,
16,500.00000000139744,600.0030212784146,500.00000000139744,500.00000000139744,500.00000000139744,500.00000000139744,500.00000000139744,600.0030212784146,
17,500.0000000006321,600.016351904992,500.0000000006321,500.0000000006321,500.0000000006321,500.0000000006321,500.0000000006321,600.016351904992,
18,500.0000000833734,600.0009827923335,500.0000000833734,500.0000000833734,500.0000000833734,500.0000000833734,500.0000000833734,600.0009827923335,
19,500.0000000001271,600.0575981820366,500.0000000001271,500.0000000001271,500.0000000001271,500.0000000001271,500.0000000001271,600.0575981820366,
20,400.0000392247649,500.00000000002376,400.0000392247649,400.0000392247649,400.0000392247649,400.0000392247649,400.0000392247649,500.00000000002376,
21,400.0000017917368,500.0000000203148,400.0000017917368,400.0000017917368,400.0000017917368,400.0000017917368,400.0000017917368,500.0000000203148,
22,400.0000174601008,500.0000000011155,400.0000174601008,400.0000174601008,400.0000174601008,400.0000174601008,400.0000174601008,500.0000000011155,
23,400.0000053151448,500.9949929846762,400.0000053151448,400.0000053151448,400.0000053151448,400.0000053151448,400.0000053151448,500.9949929846762,
24,400.00001049942233,500.9950543849377,400.00001049942233,400.00001049942233,400.00001049942233,400.00001049942233,400.00001049942233,500.9950543849377,
25,400.0000027699094,500.0000000009424,400.0000027699094,400.0000027699094,400.0000027699094,400.0000027699094,400.0000027699094,500.0000000009424,
26,400.0000010739736,500.00000000139744,400.0000010739736,400.0000010739736,400.0000010739736,400.0000010739736,400.0000010739736,500.00000000139744,
