,fitness
0,-19.208502541735754
1,-19.208500394596406
2,-19.20850248101972
3,-19.20850250650375
4,-19.208502510027845
5,-19.208502359765067
6,-19.20850252995963
7,-19.208502494034942
8,-19.208501772889157
9,-19.208502567780034
