,fitness
0,-4.117876056526388
1,-4.414236416643931
2,-1.732608112295322
3,-4.118587864850831
4,-1.7319996680340657
5,-1.7316764192363698
6,-1.7317559885777323
7,-2.179987472653251
8,-1.7309566974371906
9,-1.7320970902823092
