,fitness
0,-19.208502567886754
1,-19.208502567886743
2,-19.20850256788675
3,-19.208502567886743
4,-19.208502567886633
5,-19.208502567886743
6,-19.208502567846043
7,-19.208502567886747
8,-19.208502566868397
9,-19.208502567886743
