,fitness
0,-19.2083413565433
1,-19.20837202699097
2,-19.208292399551972
3,-19.20845548110805
4,-19.208316100136255
5,-19.208432512582718
6,-19.20848848317003
7,-19.2083704429681
8,-19.20665788723297
9,-19.20848678514083
