,fitness
0,2903.7871354489534
1,2898.4622278623465
2,2897.7433189010794
3,2899.215409971268
4,2899.5850737006876
5,2897.7436823916723
6,2897.7433518763382
7,2899.6089610543136
8,2945.9228085798327
9,2897.742926492684
0,2777.948391658461
1,2848.443987183324
2,2841.6086949824185
3,2781.330203621661
4,2802.510872599367
5,2818.6573276707377
6,2783.039693574259
7,2793.4854348212903
8,2819.842791549698
9,2760.470594249436
10,2640.276685460376
11,2667.9922252425417
12,2664.2994504127023
13,2670.34528474042
14,2698.61209248107
15,2644.264569188759
16,2689.5682637825253
17,2674.665634608671
18,2673.699037247551
19,2652.912877853905
20,2311.801287966548
21,2314.9667274030576
22,2321.362977183305
23,3752.677971514412
24,2322.686222471867
25,2332.823183031048
26,2316.593034534667
27,2313.271400089252
28,2327.31814858348
29,2330.229154730873
30,2353.408579783641
31,2366.05123064128
32,2365.672782662642
33,2339.1332888272195
34,2337.3489149640004
35,2336.844327714206
36,2341.07864875466
37,2361.002948275038
38,2329.1772502451054
39,2386.423917078147
