,fitness
0,0.00010724851283126977
1,0.0002336028477163311
2,7.330105878257433e-05
3,4.9089310098122904e-05
4,7.63183055238308e-05
5,0.00013378869606592723
6,5.3918513564084415e-05
7,1.4454945891870056e-05
8,4.068831571838295e-05
9,0.0002534448226605697
0,2.8383326484353697e-08
1,9.244227363561398e-07
2,1.5447170598198745e-07
3,1.7097689432018313e-07
4,2.8279747797411497e-07
5,3.62785492788334e-08
6,6.437822458744624e-08
7,1.0130669878172725e-07
8,5.490365081665612e-07
9,5.052599060966e-08
