,fitness
0,-1.8013014842738966
1,-1.8012388608891072
2,-1.8013033980800648
3,-1.8012954216088537
4,-1.8012968026601206
5,-1.8012884408254388
6,-1.8012905627165439
7,-1.8012656886102802
8,-1.8013020388221501
9,-1.8013024111632763
