,fitness
0,-0.9015088289523608
1,-0.1748995319038321
2,-0.38098388459173876
3,-7.703992154733617e-07
4,-0.0034114248226322294
5,-0.6760347218723918
6,-0.03763468502334235
7,-0.04967008702560984
8,-0.3551487466513657
9,-0.5628220250604888
