,fitness
0,-1.801303224805914
1,-1.8011511148931418
2,-1.801303410090103
3,-1.798552480372873
4,-1.801303340453365
5,-1.801296644046844
6,-1.8012979229087347
7,-1.800610419692573
8,-1.8013032306585335
9,-1.7987285463725053
