,fitness
0,23.425660807136666
1,24.1364612933637
2,23.714163442577064
3,23.58866574683428
4,21.834286705289788
5,21.506228102209054
6,22.92971462284778
7,27.7453409400769
8,24.599052560385466
9,23.878444375081415
