,fitness
0,8076.057242960577
1,25793.3810205159
2,17376.535681775335
3,13216.17114779282
4,55777.22751556784
5,10087.433704429175
6,31480.78809988944
7,50016.66799177386
8,38387.5632544637
9,6941.905917821621
0,3898652.8427298046
1,3308295.360976766
2,2765274.6690108413
3,2416754.5862613125
4,2836912.0561977467
5,12546342.072541049
6,6550359.669987899
7,381755.3684164745
8,35360.51753676312
9,355636.9746540355
10,1324.9697537692728
11,1218.3254017025658
12,1236.1844085953687
13,1279.2188642661158
14,1247.2660419277931
15,1160.5119851030051
16,1210.4379784435878
17,1201.4145082728123
18,1193.7207868748844
19,1266.2571850072477
