,0,1,2,3,4,5,6,7,8,9
0,0.033737130248435554,0.27609340297575385,0.18099569385523034,0.4427731963605299,0.3015489507792519,0.3440300159917129,0.363412256585385,0.4688812653189291,0.43581875632644085,0.1968261256825654
1,0.033737130248435554,0.2658100396256943,0.10726873364534822,0.4427731963605299,0.18682800645988534,0.2749509376243322,0.2505947489191549,0.4143638705689028,0.3370998750407963,0.1968261256825654
2,0.033737130248435554,0.18528691778117778,0.10726873364534822,0.4344046487819275,0.18682800645988534,0.2749509376243322,0.2505947489191549,0.3746645052101939,0.07569625239589128,0.1968261256825654
3,0.007863406246865934,0.11714716816013382,0.05268133054157775,0.4337272219412867,0.18682800645988534,0.25353822145770727,0.18465467335285485,0.25476279509130495,0.07569625239589128,0.1968261256825654
4,0.007863406246865934,0.11714716816013382,0.026632490406346188,0.4305575893631158,0.18682800645988534,0.18679515501416338,0.0744581679366843,0.033931929998168464,0.07569625239589128,0.1968261256825654
5,0.007863406246865934,0.11027651457052612,0.011844535411733415,0.4305575893631158,0.18682800645988534,0.13550724134598247,0.0744581679366843,0.033931929998168464,0.07569625239589128,0.1968261256825654
6,0.007863406246865934,0.11027651457052612,0.011844535411733415,0.349851657662577,0.15692627839687662,0.13550724134598247,0.05809136534481457,0.033931929998168464,0.017973204089234363,0.1968261256825654
7,0.007863406246865934,0.11027651457052612,0.011844535411733415,0.15093287827730478,0.15692627839687662,0.1352551632488609,0.047492312325741304,0.033931929998168464,0.017973204089234363,0.19347619981997494
8,0.007863406246865934,0.11027651457052612,0.006567396937044501,0.0766757154330498,0.15692627839687662,0.014779206178987203,0.047492312325741304,0.033931929998168464,0.01234612783824035,0.19347619981997494
9,0.007863406246865934,0.07696726019687244,0.005327203799466496,0.0766757154330498,0.15692627839687662,0.005882541947988096,0.047492312325741304,0.015473768022712109,0.01234612783824035,0.19347619981997494
10,0.007863406246865934,0.06546178251698942,0.005327203799466496,0.0766757154330498,0.15692627839687662,0.005863706866327589,0.030649753106852196,0.015473768022712109,0.010191374562293631,0.1843340376744272
11,0.007863406246865934,0.06546178251698942,0.0003764578658204121,0.048651530792678976,0.1511639914888473,0.005863706866327589,0.030649753106852196,0.015473768022712109,0.010191374562293631,0.1843340376744272
12,0.007863406246865934,0.028699402985658096,0.0003764578658204121,0.048651530792678976,0.1511639914888473,0.005863706866327589,0.030649753106852196,0.015473768022712109,0.010191374562293631,0.17879610343257335
13,0.007863406246865934,0.028699402985658096,4.213386367513117e-05,0.04607240348941671,0.1511639914888473,2.7325842790637545e-05,0.030649753106852196,0.015473768022712109,0.010191374562293631,0.17336541487781426
14,0.007863406246865934,0.0058799044259081334,4.213386367513117e-05,0.023396862708419564,0.1511639914888473,2.7325842790637545e-05,0.030649753106852196,0.015473768022712109,0.010191374562293631,0.17336541487781426
