,fitness
0,-186.14399386769333
1,-186.73068668282235
2,-186.60478080623471
3,-186.62399372418417
4,-186.59627687523474
5,-186.58760743879913
6,-186.37241605061342
7,-186.69520525590326
8,-186.7307795186155
9,-186.72670219536909
0,-170.10927140532485
1,-185.6659986482672
2,-183.42413418709828
3,-185.74263170168933
4,-175.2881671985703
5,-186.5114990338017
6,-173.77592538088436
7,-185.2363844291904
8,-185.27113555689863
9,-186.33418308439735
