,fitness
0,1016.7572464087395
1,1000.3122005446944
2,1017.0694189993698
3,1017.0694189576828
4,1016.7572458906529
5,1017.069419355805
6,1017.0694195690025
7,1000.6243722524134
8,1016.7572458655441
9,1017.0694190308851
0,900.0002402183588
1,900.0003114638187
2,900.0000983272226
3,900.0006306363736
4,900.0007267373262
5,900.0003651337051
6,900.0005578589488
7,900.000114822929
8,900.0005486018377
9,900.0000203978907
10,801.0188381975393
11,801.0188381975393
12,801.0188381975393
13,800.0000000049444
14,800.0000000155958
15,800.0000000029627
16,801.0188381975393
17,800.000000000333
18,801.0188381975393
19,801.0188381975393
20,702.0163302658844
21,702.6312910918471
22,700.0000000019928
23,700.0000015367219
24,702.1707904774421
25,702.170790464869
26,702.220964765226
27,702.1707902916977
28,702.1707904235614
29,702.684344604728
30,600.0000287788627
31,600.0575981825099
32,600.0001305818198
33,600.1572982486555
34,600.057598182026
35,600.0319294857389
36,600.0030212784146
37,600.016351904992
38,600.0009827923335
39,600.0575981820366
40,500.00000000002376
41,500.0000000203148
42,500.0000000011155
43,500.9949929846762
44,500.9950543849377
45,500.0000000009424
46,500.00000000139744
47,500.0000000006321
48,500.0000000833734
49,500.0000000001271
50,400.0000392247649
51,400.0000017917368
52,400.0000174601008
53,400.0000053151448
54,400.00001049942233
55,400.0000027699094
56,400.0000010739736
57,400.0033413773947
58,400.00000024218025
59,400.000000625645
60,300.0000000633489
61,300.00000000384455
62,300.00000000000455
63,300.00000000003297
64,300.00000000790345
65,300.0000000026148
66,300.0000000085871
67,300.0000000201184
68,300.00000007755267
69,300.0000000046438
70,200.1180118876259
71,200.00370562547545
72,200.0183548489292
73,200.0189562870511
74,200.1111561600345
75,200.03683993544087
76,200.04934040159995
77,200.08820729466416
78,200.0789041529121
79,200.10012716999148
