,fitness
0,-2.0626118708227392
1,-2.0626118708227397
2,-2.0626118708223973
3,-2.0626118708227397
4,-2.0626118708227392
5,-2.0626118708227392
6,-2.0626118708227397
7,-2.0626118708227392
8,-2.062611870822739
9,-2.0626118708227397
