,fitness
0,-959.640662720851
1,-959.640662720851
2,-959.640662720851
3,-959.6406627207778
4,-959.6406627208501
5,-959.640662720851
6,-959.640662720851
7,-959.640662720851
8,-959.6406626789972
9,-959.638401822263
