,fitness
0,801.0543832475038
1,801.0188381975393
2,800.5158444261932
3,800.0124419128648
4,800.0589636371778
5,800.0298555082851
6,801.0188381975393
7,801.0188381975393
8,800.0000072676384
9,800.0000044100738
0,801.0188381975393
1,801.0188381975393
2,801.0188381975393
3,800.0000000049444
4,800.0000000155958
5,800.0000000029627
6,801.0188381975393
7,800.000000000333
8,801.0188381975393
9,801.0188381975393
10,702.0163302658844
11,702.6312910918471
12,700.0000000019928
13,700.0000015367219
14,702.1707904774421
15,702.170790464869
16,702.220964765226
17,702.1707902916977
18,702.1707904235614
19,702.684344604728
20,600.0000287788627
21,600.0575981825099
22,600.0001305818198
23,600.1572982486555
24,600.057598182026
25,600.0319294857389
26,600.0030212784146
27,600.016351904992
28,600.0009827923335
29,600.0575981820366
30,500.00000000002376
31,500.0000000203148
32,500.0000000011155
33,500.9949929846762
34,500.9950543849377
35,500.0000000009424
36,500.00000000139744
37,500.0000000006321
38,500.0000000833734
39,500.0000000001271
40,400.0000392247649
41,400.0000017917368
42,400.0000174601008
43,400.0000053151448
44,400.00001049942233
45,400.0000027699094
46,400.0000010739736
47,400.0033413773947
48,400.00000024218025
49,400.000000625645
50,300.0000000633489
51,300.00000000384455
52,300.00000000000455
53,300.00000000003297
54,300.00000000790345
55,300.0000000026148
56,300.0000000085871
57,300.0000000201184
58,300.00000007755267
59,300.0000000046438
60,200.1180118876259
61,200.00370562547545
62,200.0183548489292
63,200.0189562870511
64,200.1111561600345
65,200.03683993544087
66,200.04934040159995
67,200.08820729466416
68,200.0789041529121
69,200.10012716999148
