,fitness
0,-2.062611866756109
1,-2.062611870618122
2,-2.0626118708116215
3,-2.0626118708154477
4,-2.0626118707159833
5,-2.062611870592939
6,-2.0626118692264814
7,-2.0626118705195884
8,-2.0626118702853318
9,-2.0626118708040004
