,fitness
0,-1.0246986159409905
1,-1.0206771569396802
2,-1.0304991558898409
3,-1.0192384761778632
4,-1.0313351733171015
5,-1.0285474664599352
6,-1.0164825042493029
7,-1.0256481147030267
8,-1.0245569471072205
9,-1.0312986628473089
