,fitness
0,12101.867111902859
1,24250.45900032254
2,16153.914622668792
3,2063.831986146468
4,8366.034294551764
5,10130.20654784844
6,11082.31537159866
7,27513.12624921277
8,16888.75456008344
9,15380.830279611691
0,2208.914217820816
1,1747.7324954012663
2,1956.860517127258
3,2717.902039872596
4,2607.235854334066
5,1534.7564198956115
6,5435.883804045945
7,6552.329826009291
8,5696.065532718262
9,2862.5214537811617
10,12088.318250600152
11,10598.718620642485
12,27361.64744717995
13,34582.901938344665
14,8038.565019454524
15,2978.335656229337
16,5800.033135122212
17,14457.60969475116
18,22362.85556011372
19,28083.365066287093
20,3898652.8427298046
21,3308295.360976766
22,2765274.6690108413
23,2416754.5862613125
24,2836912.0561977467
25,12546342.072541049
26,6550359.669987899
27,381755.3684164745
28,35360.51753676312
29,355636.9746540355
30,1324.9697537692728
31,1218.3254017025658
32,1236.1844085953687
33,1279.2188642661158
34,1247.2660419277931
35,1160.5119851030051
36,1210.4379784435878
37,1201.4145082728123
38,1193.7207868748844
39,1266.2571850072477
