,fitness
0,13092.493086327762
1,2799.133818056754
2,29830.25303351742
3,5216.125382518988
4,61755.648659497514
5,6254.311408602773
6,11946.547771145382
7,40337.95747910261
8,5090.427146529645
9,17494.897225191373
0,15853.155396039065
1,18687.88338065713
2,8288.551185061002
3,8029.401727364843
4,23228.03875711038
5,21582.119916387663
6,6243.255527330188
7,21418.43289108827
8,11075.278384223608
9,13806.056524061749
10,2208.914217820816
11,1747.7324954012663
12,1956.860517127258
13,2717.902039872596
14,2607.235854334066
15,1534.7564198956115
16,5435.883804045945
17,6552.329826009291
18,5696.065532718262
19,2862.5214537811617
20,12088.318250600152
21,10598.718620642485
22,27361.64744717995
23,34582.901938344665
24,8038.565019454524
25,2978.335656229337
26,5800.033135122212
27,14457.60969475116
28,22362.85556011372
29,28083.365066287093
30,3898652.8427298046
31,3308295.360976766
32,2765274.6690108413
33,2416754.5862613125
34,2836912.0561977467
35,12546342.072541049
36,6550359.669987899
37,381755.3684164745
38,35360.51753676312
39,355636.9746540355
40,1324.9697537692728
41,1218.3254017025658
42,1236.1844085953687
43,1279.2188642661158
44,1247.2660419277931
45,1160.5119851030051
46,1210.4379784435878
47,1201.4145082728123
48,1193.7207868748844
49,1266.2571850072477
