,fitness
0,72.87233816135654
1,381.10634051219347
2,217.13970118699558
3,258.18387593608145
4,52.38060516643486
5,217.13969799695894
6,175.57807907892175
7,320.7402673439959
8,79.07253917631056
9,296.10674018969394
0,205.56485722986167
1,181.3032037336052
2,139.18214820507933
3,118.4383645519356
4,236.87669516387723
5,118.4383617251492
6,2.5536243128954084e-05
7,118.43836010852532
8,217.13970053694925
9,106.37237487707284
