,fitness
0,4233.112718595465
1,4265.155211841568
2,4302.087542541456
3,4292.413199134657
4,4251.806696977651
5,4316.909349845337
6,4316.232545665401
7,4284.959236524709
8,4285.535593039397
9,4300.286586168353
0,2311.801287966548
1,2314.9667274030576
2,2321.362977183305
3,3752.677971514412
4,2322.686222471867
5,2332.823183031048
6,2316.593034534667
7,2313.271400089252
8,2327.31814858348
9,2330.229154730873
10,2353.408579783641
11,2366.05123064128
12,2365.672782662642
13,2339.1332888272195
14,2337.3489149640004
15,2336.844327714206
16,2341.07864875466
17,2361.002948275038
18,2329.1772502451054
19,2386.423917078147
