,fitness
0,2628.224670072838
1,2621.024462014617
2,2616.5374547315582
3,2608.9855385766914
4,2619.4610878253843
5,2623.8270869080015
6,2612.4699772105996
7,2618.6021853359525
8,2626.1770201991158
9,2622.6676357816573
0,2311.801287966548
1,2314.9667274030576
2,2321.362977183305
3,3752.677971514412
4,2322.686222471867
5,2332.823183031048
6,2316.593034534667
7,2313.271400089252
8,2327.31814858348
9,2330.229154730873
10,2353.408579783641
11,2366.05123064128
12,2365.672782662642
13,2339.1332888272195
14,2337.3489149640004
15,2336.844327714206
16,2341.07864875466
17,2361.002948275038
18,2329.1772502451054
19,2386.423917078147
