,fitness
0,2805.49100856913
1,2680.0104632557036
2,2742.6615798660364
3,2662.8395551039266
4,2694.772549949152
5,2724.259428379869
6,2749.820910705863
7,2741.657499875439
8,2662.7818781563606
9,2661.2209969935648
0,2311.801287966548
1,2314.9667274030576
2,2321.362977183305
3,3752.677971514412
4,2322.686222471867
5,2332.823183031048
6,2316.593034534667
7,2313.271400089252
8,2327.31814858348
9,2330.229154730873
10,2353.408579783641
11,2366.05123064128
12,2365.672782662642
13,2339.1332888272195
14,2337.3489149640004
15,2336.844327714206
16,2341.07864875466
17,2361.002948275038
18,2329.1772502451054
19,2386.423917078147
