,Cuckoo Search,Fruit Fly,Whale Optimization Algorithm,Water Wave Optimization,Krill Herd
0,5.076763104878233,1.7552430865733464,4.945802642948054,10.364889582732236,1.8328955050132874
1,3.665793412406326,1.557468901865557,4.207140156341167,5.927207036533992,1.69362669993264
2,3.057132757758659,1.7062418962578305,1.6611354253657418,4.700780539994401,1.5183370363912039
3,2.8525175589708622,1.326028211380464,1.2020009268404412,3.856639778051435,1.254076723499921
4,1.8793756698604824,1.7015364332303995,0.5739130429946167,3.329892231640271,1.1973928842461898
5,1.508435176959796,1.7953258213052714,0.40241761310217417,3.329892231640271,1.1049145604031063
6,1.1000644053128092,1.7385548647499072,0.3183643750154358,2.659331441414339,1.102137779128014
7,0.9753062371348451,1.7756453994297245,0.28996016706017413,1.8936276808338035,0.9981399475223602
8,0.8002528794958262,1.9291404295861618,0.2546757611408085,1.2546439456671539,0.7498107215345036
9,0.6111665895517403,1.860364461228596,0.2275715864300812,1.2546439456671539,0.4581439144709486
10,0.5839199907104382,1.8623372926550688,0.2199217803385526,1.1461314176750332,0.26647922659300566
11,0.4806153758468378,1.6685997800223813,0.202903547122746,1.1163557742631454,0.25183970635310665
12,0.408327994716642,1.7893438128043493,0.17223143912505517,0.8911656253845581,0.1670605013800938
13,0.3139547770903208,1.5722875061299129,0.14778843903540678,0.7841531424718748,0.1670605013800938
14,0.16332705629879607,1.7639417017745334,0.1475348409199996,0.6844502223987623,0.1670605013800938
15,0.151126678879554,1.64504847968765,0.14118190702590644,0.5954888911135637,0.15711959247134719
16,0.1297109332371746,1.6851472581770115,0.08515270624603496,0.5499416464190474,0.15168748071575558
17,0.06168383651360787,1.5750073157709683,0.08490176960782789,0.4170326327030892,0.14454843782776094
18,0.06168383651360787,1.9161972716885167,0.07672294987782062,0.35679924781880434,0.12922313849188888
19,0.06168383651360787,1.5368407732006124,0.06784654496830804,0.3374626670239467,0.12922313849188888
20,0.06168383651360787,1.7386175994950026,0.06705150110200611,0.3250374294354796,0.12609908144192422
21,0.053155848539804415,1.5545442216907035,0.0660120188640542,0.30652644034589255,0.11591727493378126
22,0.053155848539804415,1.7522503138926062,0.06480155035273069,0.27759272448644695,0.10870186636380652
23,0.040559955177567386,1.8782799092061442,0.054891724914342487,0.27759272448644695,0.08603354448793914
24,0.0399678374210672,1.7977524080446323,0.05366103401457286,0.27759272448644695,0.08603354448793914
25,0.0382813788685276,1.8431308433615747,0.053506310086100864,0.26542164899050824,0.07707167852564711
26,0.031546566684778996,1.8465102608314545,0.04375625235207435,0.264968181891092,0.0707508271261017
27,0.028443277844243598,1.8578380084421977,0.03963141367539888,0.264968181891092,0.057470083071984965
28,0.02841954665774436,1.4935465159534036,0.0381650966532639,0.26001816992081084,0.037107517813106686
29,0.02538513076664204,1.697298173422156,0.037433052033935675,0.26001816992081084,0.037107517813106686
30,0.02084567182248927,1.6669030499151294,0.03200426691071908,0.2172100962172311,0.02392783778425045
31,0.017018727495048718,1.7276836390379848,0.030430339716475085,0.12294410471078873,0.01969047417788431
32,0.013497958670218833,1.4930834803847912,0.030336846238021326,0.12294410471078873,0.01969047417788431
33,0.011796073890564479,1.685041609192839,0.028947184717111364,0.12190741798572327,0.015296210845867492
34,0.01146315506930208,1.7601385110773684,0.02892803463662687,0.11734501819706274,0.015171984980724551
35,0.0058140618822689295,1.5743700859603185,0.02890772896530257,0.11734501819706274,0.00917594744807455
36,0.00479056371335883,1.905639355381356,0.028860304865089004,0.11656088720678315,0.0089518186990806
37,0.004768495177494661,1.6077107160785384,0.02885533470853663,0.11613696460772542,0.007997827842666
38,0.0037954364149414507,1.5456754121792287,0.02872562771863481,0.11461363459064025,0.007793217108944669
39,0.0031655795151063664,1.676702356237919,0.028698654516690097,0.11461363459064025,0.007793217108944669
40,0.0030883513120961163,1.7559187504972507,0.018111408133436948,0.11376454339597508,0.007062688218750339
41,0.0028886949169048275,1.7331399943778056,0.01799128721242662,0.10905716526846698,0.00585451091561154
42,0.0027887218174604145,1.658526928948465,0.01790451481541225,0.10897100515984144,0.004571561494718749
43,0.0026074347394962247,1.5960378763314007,0.012217971038044317,0.1031323066330615,0.003784630528330389
44,0.0025521269135516146,1.954853787931333,0.012185849212397506,0.09910200105839526,0.0035954150468976995
45,0.0020598885047624143,1.8126723167973098,0.01021841576140348,0.09910200105839526,0.00331412863676104
46,0.0018615398822537945,1.8329425144493505,0.009421869356913509,0.08270270659655692,0.002768780193556358
47,0.0017277386323736143,1.6719245020764717,0.009413287840525059,0.08018038129895752,0.0013552716314022782
48,0.0015185000718239538,1.6424441137290764,0.008845827025041489,0.07937755343088633,0.0012521488264255185
49,0.0013999046343127139,1.8370171369674249,0.008354499425236788,0.07463089756848067,0.0011985524255989685
50,0.001375994707047871,1.6132100678884496,0.008242164935545148,0.0743815340763802,0.0009539927620229382
51,0.001029191873164916,1.6457767144536113,0.005432567000972798,0.07360399043627036,0.0009539927620229382
52,0.000958174007863276,1.6372078877906582,0.0043505560746100475,0.0735780320363035,0.0007537183152222782
53,0.0009494769408274915,1.6742425414230577,0.0023782542037921977,0.07326494530077277,0.0007537183152222782
54,0.0008661380234533526,1.8255267300177316,0.0019190392619374374,0.07040412027005352,0.0007537183152222782
55,0.0005295306263847066,1.6802775183812049,0.0019083434504462075,0.07037963616055942,0.0007537183152222782
56,0.0005144112540075572,1.5281369283546433,0.0019083434504462075,0.05599688711861857,0.0007537183152222782
57,0.00016522253456269714,1.7157315146928434,0.0018791490603802074,0.05599688711861857,0.0006889998118531635
